epoch,layer,mean_angle_deg,max_angle_deg
4,bert.encoder.layer.3.attention.self.query,6.615969657897949,88.10985565185547
4,bert.encoder.layer.3.attention.self.key,14.366860389709473,88.9631576538086
4,bert.encoder.layer.3.attention.self.value,20.113170623779297,89.62108612060547
4,bert.encoder.layer.4.attention.self.query,11.922866821289062,88.10384368896484
4,bert.encoder.layer.4.attention.self.key,14.318839073181152,89.8470230102539
4,bert.encoder.layer.4.attention.self.value,20.073877334594727,89.96373748779297
4,bert.encoder.layer.5.attention.self.query,15.25550365447998,89.43048858642578
4,bert.encoder.layer.5.attention.self.key,14.861883163452148,89.9029312133789
4,bert.encoder.layer.5.attention.self.value,17.99700164794922,89.71389770507812
4,bert.encoder.layer.6.attention.self.query,9.468072891235352,88.83157348632812
4,bert.encoder.layer.6.attention.self.key,17.15729331970215,89.6925048828125
4,bert.encoder.layer.6.attention.self.value,19.558191299438477,89.46089935302734
4,bert.encoder.layer.7.attention.self.query,11.738697052001953,89.38676452636719
4,bert.encoder.layer.7.attention.self.key,11.312322616577148,89.34132385253906
4,bert.encoder.layer.7.attention.self.value,32.42749786376953,89.72927856445312
4,bert.encoder.layer.8.attention.self.query,20.13775062561035,89.86470794677734
4,bert.encoder.layer.8.attention.self.key,13.852876663208008,88.44475555419922
4,bert.encoder.layer.8.attention.self.value,28.682201385498047,89.71035766601562
4,bert.encoder.layer.9.attention.self.query,17.11494255065918,89.48336029052734
4,bert.encoder.layer.9.attention.self.key,9.164247512817383,89.57073211669922
4,bert.encoder.layer.9.attention.self.value,43.31304168701172,89.90438079833984
4,bert.encoder.layer.10.attention.self.query,20.793100357055664,89.6796875
4,bert.encoder.layer.10.attention.self.key,30.84264373779297,89.82633972167969
4,bert.encoder.layer.10.attention.self.value,41.35261154174805,89.88754272460938
4,bert.encoder.layer.11.attention.self.query,13.50428295135498,89.89655303955078
4,bert.encoder.layer.11.attention.self.key,19.607620239257812,89.91503143310547
4,bert.encoder.layer.11.attention.self.value,45.20309829711914,89.94599151611328
5,bert.encoder.layer.0.attention.self.query,7.180601596832275,88.70610046386719
5,bert.encoder.layer.0.attention.self.key,11.175009727478027,88.04399108886719
5,bert.encoder.layer.0.attention.self.value,24.604942321777344,89.73992919921875
5,bert.encoder.layer.1.attention.self.query,3.820260763168335,12.66716194152832
5,bert.encoder.layer.1.attention.self.key,6.676321983337402,85.23497772216797
5,bert.encoder.layer.1.attention.self.value,10.755348205566406,89.94770812988281
5,bert.encoder.layer.2.attention.self.query,5.973355293273926,83.69325256347656
5,bert.encoder.layer.2.attention.self.key,11.460210800170898,89.34632110595703
5,bert.encoder.layer.2.attention.self.value,10.831398963928223,85.53697204589844
5,bert.encoder.layer.3.attention.self.query,6.627931118011475,87.98113250732422
5,bert.encoder.layer.3.attention.self.key,14.373397827148438,89.01393127441406
5,bert.encoder.layer.3.attention.self.value,20.154455184936523,89.61779022216797
5,bert.encoder.layer.4.attention.self.query,11.928850173950195,88.01451110839844
5,bert.encoder.layer.4.attention.self.key,14.357070922851562,89.73233032226562
5,bert.encoder.layer.4.attention.self.value,22.586917877197266,89.87248992919922
5,bert.encoder.layer.5.attention.self.query,15.265589714050293,89.3873062133789
5,bert.encoder.layer.5.attention.self.key,14.849891662597656,89.99269104003906
5,bert.encoder.layer.5.attention.self.value,18.003021240234375,89.74862670898438
5,bert.encoder.layer.6.attention.self.query,9.484840393066406,88.95098114013672
5,bert.encoder.layer.6.attention.self.key,19.845380783081055,89.70133209228516
5,bert.encoder.layer.6.attention.self.value,19.61655616760254,89.4858169555664
5,bert.encoder.layer.7.attention.self.query,11.774726867675781,89.59073638916016
5,bert.encoder.layer.7.attention.self.key,11.338708877563477,89.33402252197266
5,bert.encoder.layer.7.attention.self.value,32.42383575439453,89.63794708251953
5,bert.encoder.layer.8.attention.self.query,20.127838134765625,89.87530517578125
5,bert.encoder.layer.8.attention.self.key,13.855674743652344,88.36380767822266
