epoch,layer,mean_angle_deg,weighted_mean_deg,max_angle_deg
4,bert.encoder.layer.1.attention.self.query,4.118679523468018,3.694289207458496,14.204371452331543
4,bert.encoder.layer.1.attention.self.key,6.428449630737305,5.365600109100342,63.58373260498047
4,bert.encoder.layer.1.attention.self.value,6.730340003967285,6.269050598144531,36.06828308105469
4,bert.encoder.layer.2.attention.self.query,3.81441068649292,2.912224054336548,15.11767292022705
4,bert.encoder.layer.2.attention.self.key,5.364887237548828,3.9011693000793457,47.997596740722656
4,bert.encoder.layer.2.attention.self.value,7.9148406982421875,7.355988025665283,42.915077209472656
4,bert.encoder.layer.3.attention.self.query,4.470470905303955,4.041623592376709,17.462350845336914
4,bert.encoder.layer.3.attention.self.key,5.302055358886719,4.454146862030029,25.127248764038086
4,bert.encoder.layer.3.attention.self.value,6.102736949920654,5.735644817352295,27.241485595703125
4,bert.encoder.layer.4.attention.self.query,6.058018684387207,5.503307819366455,32.115997314453125
4,bert.encoder.layer.4.attention.self.key,5.646651268005371,4.973382949829102,22.44146156311035
4,bert.encoder.layer.4.attention.self.value,7.695218563079834,7.200231552124023,71.95231628417969
4,bert.encoder.layer.5.attention.self.query,6.17840576171875,5.585366249084473,23.65445327758789
4,bert.encoder.layer.5.attention.self.key,5.979575157165527,5.048894882202148,24.7974910736084
4,bert.encoder.layer.5.attention.self.value,8.692153930664062,8.095850944519043,80.67543029785156
4,bert.encoder.layer.6.attention.self.query,5.283517837524414,4.863644599914551,19.99103355407715
4,bert.encoder.layer.6.attention.self.key,4.849720478057861,4.261490821838379,16.78762435913086
4,bert.encoder.layer.6.attention.self.value,8.223901748657227,7.849279403686523,30.023880004882812
4,bert.encoder.layer.7.attention.self.query,5.461416244506836,4.827972888946533,36.395423889160156
4,bert.encoder.layer.7.attention.self.key,4.63565731048584,3.999124765396118,19.48058319091797
4,bert.encoder.layer.7.attention.self.value,12.292078971862793,11.628503799438477,65.3638916015625
4,bert.encoder.layer.8.attention.self.query,6.608517646789551,5.918198585510254,59.31617736816406
4,bert.encoder.layer.8.attention.self.key,5.049956321716309,4.480947494506836,22.799571990966797
4,bert.encoder.layer.8.attention.self.value,8.138432502746582,7.7282538414001465,46.7236328125
4,bert.encoder.layer.9.attention.self.query,6.897642612457275,6.134651184082031,74.82389068603516
4,bert.encoder.layer.9.attention.self.key,5.352166652679443,4.753574848175049,36.54133987426758
4,bert.encoder.layer.9.attention.self.value,11.13111400604248,10.574771881103516,62.03390884399414
4,bert.encoder.layer.10.attention.self.query,7.774179458618164,6.780464172363281,78.04253387451172
4,bert.encoder.layer.10.attention.self.key,8.417409896850586,7.462542533874512,81.06484985351562
4,bert.encoder.layer.10.attention.self.value,12.402915954589844,11.531146049499512,85.1480484008789
4,bert.encoder.layer.11.attention.self.query,5.777284622192383,4.76417350769043,65.4432373046875
4,bert.encoder.layer.11.attention.self.key,6.3902177810668945,5.576188087463379,65.54950714111328
4,bert.encoder.layer.11.attention.self.value,10.424806594848633,9.678489685058594,82.43130493164062
5,bert.encoder.layer.0.attention.self.query,4.946270942687988,4.335248947143555,25.140106201171875
5,bert.encoder.layer.0.attention.self.key,6.970034122467041,5.901156902313232,32.61760330200195
5,bert.encoder.layer.0.attention.self.value,11.615945816040039,10.951181411743164,84.18482971191406
5,bert.encoder.layer.1.attention.self.query,4.141702175140381,3.7142515182495117,14.21940803527832
5,bert.encoder.layer.1.attention.self.key,6.498505592346191,5.421712875366211,64.56967163085938
5,bert.encoder.layer.1.attention.self.value,6.8272857666015625,6.351884841918945,37.765174865722656
5,bert.encoder.layer.2.attention.self.query,3.8582987785339355,2.942307710647583,16.665607452392578
5,bert.encoder.layer.2.attention.self.key,5.451500415802002,3.9573559761047363,49.95771789550781
5,bert.encoder.layer.2.attention.self.value,8.003631591796875,7.433582782745361,44.632652282714844
5,bert.encoder.layer.3.attention.self.query,4.590731620788574,4.139737606048584,19.13591194152832
5,bert.encoder.layer.3.attention.self.key,5.365147590637207,4.506433010101318,24.36076545715332
5,bert.encoder.layer.3.attention.self.value,6.225334167480469,5.843178749084473,28.812503814697266
5,bert.encoder.layer.4.attention.self.query,6.119187355041504,5.556849479675293,32.88115310668945
5,bert.encoder.layer.4.attention.self.key,5.714649677276611,5.030282497406006,23.997787475585938
5,bert.encoder.layer.4.attention.self.value,7.553028583526611,7.079469203948975,66.25112915039062
5,bert.encoder.layer.5.attention.self.query,6.2050981521606445,5.609407424926758,24.252426147460938
5,bert.encoder.layer.5.attention.self.key,6.039109706878662,5.097737789154053,24.724899291992188
5,bert.encoder.layer.5.attention.self.value,8.750761032104492,8.150566101074219,81.27801513671875
5,bert.encoder.layer.6.attention.self.query,5.328054904937744,4.902227401733398,20.774822235107422
5,bert.encoder.layer.6.attention.self.key,4.920379161834717,4.3178606033325195,17.4404296875
5,bert.encoder.layer.6.attention.self.value,8.25855827331543,7.882550239562988,30.394899368286133
5,bert.encoder.layer.7.attention.self.query,5.63612174987793,4.969069957733154,38.26331329345703
5,bert.encoder.layer.7.attention.self.key,4.679502487182617,4.036935806274414,19.363554000854492
5,bert.encoder.layer.7.attention.self.value,12.416864395141602,11.741235733032227,69.03108215332031
5,bert.encoder.layer.8.attention.self.query,6.67153263092041,5.9714765548706055,60.86643981933594
5,bert.encoder.layer.8.attention.self.key,5.072807788848877,4.502522945404053,22.901708602905273
5,bert.encoder.layer.8.attention.self.value,8.194975852966309,7.780848503112793,47.08930206298828
5,bert.encoder.layer.9.attention.self.query,6.981703281402588,6.205635070800781,75.98408508300781
5,bert.encoder.layer.9.attention.self.key,5.399721145629883,4.794666767120361,36.90555953979492
5,bert.encoder.layer.9.attention.self.value,11.195547103881836,10.634099960327148,62.502044677734375
5,bert.encoder.layer.10.attention.self.query,7.780029296875,6.784019470214844,78.23754119873047
5,bert.encoder.layer.10.attention.self.key,8.369425773620605,7.423826217651367,78.98098754882812
5,bert.encoder.layer.10.attention.self.value,12.513513565063477,11.623414039611816,87.4161148071289
5,bert.encoder.layer.11.attention.self.query,5.806509971618652,4.788459777832031,65.04938507080078
5,bert.encoder.layer.11.attention.self.key,6.355715274810791,5.550172805786133,63.878318786621094
5,bert.encoder.layer.11.attention.self.value,10.657905578613281,9.88453483581543,82.32250213623047
